date,company,code,P/N,title,news,nextclose,lastclose,timeseriesforecast,timeserieslower,timeseriesupper,groundtruth01,timeseries01
2016-04-01,ST新梅,600732,0,*ST新梅4月8日起股票暂停上市,中国证券网讯（记者 严政）*ST新梅3月31日晚间公告称，由于公司2013、2014年度经审计的净利润为负值，且2015年度经审计的净利润继续为负值，根据相关规定，上海证券交易所决定自4月8日起暂停公司股票上市。此前公司股票已于3月18日停牌至今。根据相关规定，如公司股票被暂停上市后，公司披露的最近一个会计年度经审计的财务会计报告存在扣除非经常性损益前后的净利润孰低者为负值、期末净资产为负值、营业收入低于1000万元或者被会计师事务所出具保留意见、无法表示意见、否定意见的审计报告等四种情形之一的，公司股票将可能被终止上市交易。关于争取恢复股票上市的意见及具体措施，公司董事会表示，将加大产的力度及招租力度，进一步加强成本控制，提升公司房地产及经营性物业持续经营能力，尽可能增加主营业务收入和营业利润。公司与辅仁药业集团有关宋河股份的回购事项仍在积极协商进行，同时相关仲裁准备工作公司也已准备就绪，并已于近期提交中国国际经济贸易仲裁委员会上海分会仲裁，确保维护公司利益。此外，公司已进入重大资产重组程序，并分别于2015年12月9日和2016年1月5日披露重组方案及重组方案修订版。公司将进一步落实重大资产重组工作，践行董事会确定的发展战略，逐步实现业务转型，力争将公司打造成为专注于高成长性实业企业的投资控股平台，从根本改善公司的盈利能力和持续经营能力。,7.67,7.67,7.770646042845257,7.438322905666312,8.102969180024202,1.0,1.0
2016-04-01,ST新梅,600732,0,*ST新梅：4月8日起股票暂停上市,*ST新梅2013、2014年度经审计的净利润为负值，公司2015年度经审计的净利润继续为负值。上海证券交易所决定自2016年4月8日起暂停公司股票上市。公司已进入重大资产重组程序，并分别于2015年12月9日和2016年1月5日披露重组方案及重组方案修订版。此前3月18日，*ST新梅就发布关于股票可能被暂停上市的风险提示公告，公告称置业股份有限公司（以下简称“公司”）2013、2014 年度经审计的归属于母公司所有者净利润为负值，2015 年4 月29 日起，公司股票被实施退市风险警示。根据《上海证券交易所股票上市规则》第14.1.1 条第一项之规定， 若公司2015 年度经审计的归属于母公司所有者净利润继续为负值，上海证券交易所（以下简称“上交所”）可能暂停公司股票上市。,7.67,7.67,7.770646042845257,7.438322905666312,8.102969180024202,1.0,1.0
2016-04-01,东方网络,2175,0,东方网络股东上海圣熙减持近800万股,"中国证券网讯（记者 陈天弋）东方网络3月31日晚间公告，上海圣熙投资发展有限公司因资产管理计划合同到期的原因，担任投资顾问的产品分别于2月18日、3月30日通过大宗交易系统合计减持公司799.84万股，占公司总股本的3.47%。减持后，上海圣熙一致行动人合计持有公司10,961,321股，约占公司总股本的4.75%。",19.3196,19.8914,19.30575335955495,17.686295823458376,20.92521089565152,0.0,0.0
2016-04-07,晨鸣纸业,488,1,晨鸣纸业一季度净利预增300%-340%,晨鸣纸业一季度净利预增300%-340%,5.0465,4.9351,4.993296763986039,4.757144043669788,5.2294494843022905,1.0,1.0
2016-04-07,保利地产,600048,1,保利地产3月实现签约金额逾222亿同比增长197%,中国证券网讯（记者 严政）4月6日晚间发布销售简报显示，公司2016年3月实现签约面积165.83万平方米，同比增长159.49%；实现签约金额222.34亿元，同比增长196.98%。至此，保利地产2016年1至3月累计实现签约面积343.52万平方米，同比增长117.19%；实现签约金额451.25亿元，同比增长131.35%。【相关阅读】万科3月销售金额336.1亿同比大增128%,8.1397,8.2092,8.260737499503009,7.915677428631693,8.605797570374321,0.0,1.0
2016-04-07,保利地产,600048,1,保利地产3月签约金额逾222亿同比增长197%,保利地产3月签约金额逾222亿同比增长197%,8.1397,8.2092,8.260737499503009,7.915677428631693,8.605797570374321,0.0,1.0
2016-04-07,晨鸣纸业,488,1,晨鸣纸业一季度净利润同比预增300%至340%,中国证券网讯（记者 严政）4月6日晚间发布业绩预告，公司预计2016年1至3月实现归属于上市公司股东的净利润为3.8亿元至4.2亿元，上年同期为9613.74万元，同比增长300%至340%。公司表示，业绩增长原因包括：公司前期通过产能优化升级，市场竞争力增强；通过强化内部管理，生产成本同比下降，产品毛利率同比增加；通过加大市场开拓，产品销量同比增加；同时公司对外开展融资租赁业务增加，盈利能力同比提升。,5.0465,4.9351,4.993296763986039,4.757144043669788,5.2294494843022905,1.0,1.0
2016-04-12,拓普集团,601689,1,拓普集团拟募资不超28亿元 拓展汽车电子业务,拓普集团拟募资不超28亿元 拓展汽车电子业务,19.1228,17.3856,17.741354480281817,16.831747282629287,18.650961677934347,1.0,1.0
2016-04-12,风范股份,601700,0,风范股份终止筹划重大资产重组事项,中国证券网讯（记者 严政）4月11日晚间公告称，公司原拟筹划重大资产重组事项，交易对手初步确定为泰戈特（北京）工程技术有限公司（简称“泰戈特”）。但由于交易双方就标的资产的范围、具体的交易方式以及交易估价难以达成一致意见，截止目前也未签署任何意向性的协议。经慎重考虑，公司决定终止本次重大资产重组事项。根据公告，公司将于4月13日召开关于终止重大资产重组事项投资者说明会，并将在召开投资者说明会后及时申请复牌。同时公司承诺，自投资者说明会召开情况公告之日起六个月内，不再筹划重大资产重组事项。,6.2522,6.2522,,,,1.0,
2016-04-12,风范股份,601700,0,风范股份终止重大资产重组事项,风范股份终止重大资产重组事项,6.2522,6.2522,,,,1.0,
2016-04-12,拓普集团,601689,1,拓普集团：拟定增募集28亿元升级主业,中证网讯 拓普集团（SH.601689）4月11日晚间发布定增预案，公司拟以不低于21.47元/股非公开发行不超过13041.45万股，募集资金总额不超过28亿元，拟用于智能刹系统项目及汽车电子真空泵项目。公司股票将于4月12日复牌。公司实际控制人邬建树承诺认购金额不低于1.38亿元公告显示，汽车智能刹车系统项目总投资22.11亿元，拟形成年产150万套汽车智能刹车系统（简称IBS）的生产能力。该项目的实施将有助于公司扩大汽车电子业务规模，实现业务优化升级，使公司在主动安全、无人驾驶（智能驾驶）与新能源汽车核心部件的研发和生产方面实现重大突破，保持公司在汽车核心零部件领域的领先地位。经测算，项目投产后，达产当年净利润达62251.55万元，税后财务内部收益率达到25.02%。汽车电子真空泵项目总投资6.50亿元，建设规模为年产260万套汽车电子真空泵。公司表示，该项目将有助于公司扩大汽车电子业务规模，实现业务优化升级。项目投产后，达产当年净利润达15607.28万元，税后财务内部收益率达到22.90%。拓普集团表示，此次募投项目是公司业务延伸到高附加值的汽车电子类领域的重要举措，有助于实现公司业务的优化升级，使公司的产业结构更加完善，同时将增强公司的盈利能力，促进公司可持续发展。拓普集团目前的主营业务为汽车减震器与内饰功能件，已具有较高的地位。此次若募投项目顺利实施，公司业务将得以延伸到高附加值的汽车电子类领域。同时还可以有效提升公司的资本实力，支持公司新型业务的发展，满足相关业务的拓展对营运资金的需求，公司业务规模将大幅扩大、业务结构将更加优化，有利于公司零部件业务的战略布局，以更好地应对未来可能发生的市场变化。,19.1228,17.3856,17.741354480281817,16.831747282629287,18.650961677934347,1.0,1.0
2016-04-14,中粮生化,930,0,中粮生化2015年净利亏损超14亿元,中粮生化2015年净利亏损超14亿元,13.0961,13.0562,13.064897843103795,12.406887804831989,13.722907881375606,1.0,1.0
2016-04-14,中粮生化,930,0,中粮生化2015年净利亏损超14亿元,(000930)13日晚间发布2015 年度业绩快报，公司实现营业总收入64.57亿元，同比减少9.73%；实现归属于上市公司股东的净利润-14.18亿元，同比由盈转亏。中粮生化表示，报告期内，公司燃料、柠檬酸、赖氨酸等主要产品价格大幅下降，此外，根据会计准则相关规定，公司对在蚌拟搬迁资产及砀山中粮果业有限公司果汁生产线、宿州中粮生物化学有限公司环氧乙烷生产线计提了减值准备。中粮生化同时发布的2016 年一季度业绩预告显示，公司一季度预计亏损2700万元-3500万元，上年同期公司亏损1.84亿元。中粮生化表示，同比减亏的主要原因在于公司根据市场行情适时调整原料采购策略，使原料采购成本较同期大幅下降，同时原料采购成本的下降幅度远大于产品销售价格的下降，使公司整体业绩较同期大幅减亏。,13.0961,13.0562,13.064897843103795,12.406887804831989,13.722907881375606,1.0,1.0
2016-04-14,中粮生化,930,0,中粮生化2015年净利亏损超14亿元,(000930)4月13日晚间发布2015 年度业绩快报，公司实现营业总收入64.57亿元，同比减少9.73%；实现归属于上市公司股东的净利润-14.18亿元，同比由盈转亏。　　中粮生化表示，报告期内，公司燃料乙醇、柠檬酸、赖氨酸等主要产品价格大幅下降，此外，根据会计准则相关规定，公司对在蚌拟搬迁资产及砀山中粮果业有限公司果汁生产线、宿州中粮生物化学有限公司环氧乙烷生产线计提了减值准备。　　中粮生化同时发布的2016 年一季度业绩预告显示，公司一季度预计亏损2700万元-3500万元，上年同期公司亏损1.84亿元。　　中粮生化表示，同比减亏的主要原因在于公司根据市场行情适时调整原料采购策略，使原料采购成本较同期大幅下降，同时原料采购成本的下降幅度远大于产品销售价格的下降，使公司整体业绩较同期大幅减亏。,13.0961,13.0562,13.064897843103795,12.406887804831989,13.722907881375606,1.0,1.0
2016-04-14,诺德股份,600110,0,诺德股份终止筹划重大事项,诺德股份终止筹划重大事项,7.2662,7.4349,7.361375956344844,7.00532008637316,7.717431826316528,0.0,0.0
2016-04-14,诺德股份,600110,0,诺德股份终止筹划重大事项 14日复牌,中国证券网讯 诺德股份4月13日晚间公告称，公司原拟筹划重大事项，停牌期间，公司积极组织中介机构对该重大事项进行了论证工作。因拟收购资产定价较高，各方未能就资产定价达成一致，同时因公司目前涉及刑事诉讼事项导致暂时不具备发行股票的条件，公司决定终止筹划此次重大事项。公司股票自4月14日起复牌。,7.2662,7.4349,7.361375956344844,7.00532008637316,7.717431826316528,0.0,0.0
2016-04-15,华录百纳,300291,1,华录百纳一季报业绩同比增长67%,"中国证券网讯（记者 陈天弋）4月14日晚间披露2016年一季报，报告期内，公司实现营业收入51,332.26万元，同比增长6.32%；净利润3,982.01万元，同比增长67.37%。报告期内公司主营业务收入主要来源于综艺项目《旋风孝子》、影视剧项目《乱世丽人行》、体育等业务。",25.3514,25.7561,26.365843977780813,24.99312525492399,27.738562700637647,0.0,1.0
2016-04-15,一汽轿车,800,0,一汽轿车：一季度净利润预亏逾4亿元,一汽轿车：一季度净利润预亏逾4亿元,13.5174,13.5768,13.806748022639331,13.39806960540442,14.215426439874244,0.0,1.0
2016-04-15,杉杉股份,600884,1,杉杉股份年报拟10转10并派现 净利大增九成,中国证券网讯（记者 严政）4月14日晚间披露年报显示，公司2015年度实现营业收入43.02亿元，同比增长17.58%；归属于上市公司股东的净利润6.65亿元，同比增长90.81%；基本每股收益1.618元；并拟向全体股东每10股转增10股及派现1.75元（含税）。公司表示，期内营业收入同比增长30.40%，主要系锂电池正极材料业务销售业绩大幅提升所致；实现归属于上市公司股东的净利润同比增长90.81%，主要系期内抛售部分股权获得投资收益以及公司主营业务净利润大幅增长所致；实现归属于上市公司股东的扣除非经常性损益后的净利润同比增长62.77%，主要系公司主营业务利润上升，特别是正极材料业务净利润大幅增长所致。发展战略方面，杉杉股份表示，在新的形势下，公司将围绕“整合资源，聚焦核心产业；提升价值，推进资产证券化”经营方针，着力提升“杉杉”核心品牌竞争力，继续巩固锂电池材料全球领先地位，重点发展新能源产业链，坚持产融结合，培育各业务核心竞争力并适时启动证券化，充分融合内外部资源，实现跨越式发展。此外，2016年公司将以年度经营发展计划和预算管理为指导，计划全年实现主营业务收入同比增长不低于20%，扣除非经常性损益后归属于上市公司股东的净利润同比增长不低于10%。,15.7769,16.0319,16.06016574261625,15.302245877474782,16.818085607757713,0.0,1.0
2016-04-15,华录百纳,300291,1,华录百纳：一季报业绩同比增长67%,华录百纳：一季报业绩同比增长67%,25.3514,25.7561,26.365843977780813,24.99312525492399,27.738562700637647,0.0,1.0
