date,company,code,P/N,title,news,nextclose,lastclose,timeseriesforecast,timeserieslower,timeseriesupper,groundtruth01,timeseries01,nbpred
2016-03-24,黑芝麻,716,0,黑芝麻终止发行股份购买资产 24日起复牌,中证网讯 黑芝麻（000716）3月23日晚间发布公告，鉴于交易标的控股股东朱杰及交易标的涉及多项债务担保和诉讼，且涉及金额较大，交易对方和标的公司无法在承诺期内解决上述事项。为了保护上市公司全体股东利益，经交易各方平等、充分协商，确定终止本次发行股份购买资产事宜。公司表示，终止本次重大资产重组事项，不会对公司发展战略及目前正常的生产经营等各方面造成不利影响。在未来的经营中，公司将在做好现有主营业务的基础上，积极寻求通过兼并、收购等方式实现扩张的可能性，寻找新的盈利增长点，提升公司综合竞争力，不断将企业做大做强，为公司全体股东创造更大价值。经申请，公司股票（证券简称：黑芝麻，证券代码：000716）将于2016年3月24日开市起复牌。,7.4454,7.0272,6.8317842354299625,6.292211615030728,7.371356855829201,1.0,0.0,1.0
2016-03-24,浙富控股,2266,1,浙富控股：拟投资设立全资子公司丰城天富能源有限公司,浙富控股：拟投资设立全资子公司丰城天富能源有限公司,6.2254,6.1560000000000015,6.052721021812314,5.7592674722448,6.346174571379827,1.0,0.0,1.0
2016-03-24,招商轮船,601872,1,招商轮船去年净利11.54亿 同比增476%,招商轮船去年净利11.54亿 同比增476%,4.8619,4.9846,4.924970002012071,4.701208727357204,5.148731276666934,0.0,0.0,0.0
2016-03-24,鹭燕医药,2788,0,鹭燕医药：子公司业务员张勇涉非法经营疫苗案被查,鹭燕医药：子公司业务员张勇涉非法经营疫苗案被查,18.3725,19.241,19.704992077196728,18.022212388540034,21.387771765853422,0.0,1.0,0.0
2016-03-25,泰格医药,300347,1,泰格医药：拟定增募资不超7.79亿元25日复牌,泰格医药：拟定增募资不超7.79亿元25日复牌,18.5965,18.7937,,,,0.0,,1.0
2016-03-25,恩华药业,2262,1,恩华药业：拟共同出资5000万元设立控股公司北京好欣晴,恩华药业：拟共同出资5000万元设立控股公司北京好欣晴,9.9571,9.8955,9.81702594429593,9.305188967867476,10.328862920724383,1.0,0.0,1.0
2016-03-25,国药一致,28,1,国药一致：拟置出资产购买股份暨以34.95亿元对价收购四家公司100%股权,国药一致：拟置出资产购买股份暨以34.95亿元对价收购四家公司100%股权,58.6187,64.5196,,,,0.0,,1.0
2016-03-28,王子新材,2735,0,王子新材终止购买资产事项 28日起复牌,王子新材终止购买资产事项 28日起复牌,22.1567,20.1399,20.06474886299793,18.650125024014432,21.479372701981443,1.0,0.0,1.0
2016-03-28,王子新材,2735,0,王子新材终止购买资产事项 28日起复牌,王子新材终止购买资产事项 28日起复牌,22.1567,20.1399,20.06474886299793,18.650125024014432,21.479372701981443,1.0,0.0,1.0
2016-03-29,皖通科技,2331,0,皖通科技实际控制人减持360万股,中国证券网讯（记者 陈天弋）3月28日晚间公告，公司实际控制人之一杨世宁通过大宗交易，于3月25日减持公司360万股，占公司总股本的1.23%，减持均价每股16.90元。,13.509,14.1452,14.210343267359429,13.246678137925453,15.174008396793404,0.0,1.0,0.0
2016-03-29,中来股份,300393,0,中来股份股东拟半年内减持不超过1180万股,中来股份股东拟半年内减持不超过1180万股,18.9707,20.2115,20.3698252492488,19.08028741296843,21.65936308552917,0.0,1.0,0.0
2016-03-29,强力新材,300429,1,强力新材推3200万元员工持股计划,强力新材推3200万元员工持股计划,13.114,13.007,12.908858207473314,11.787189853005344,14.030526561941281,1.0,0.0,1.0
2016-03-29,力星股份,300421,0,力星股份股东刘定妹减持200万股,中国证券网讯（记者 陈天弋）力星股份3月28日晚间公告，股东刘定妹通过大宗交易，于3月25日减持公司200万股，占公司总股本1.79%，减持均价每股28.17元。减持后，刘定妹持有公司股份为500万股，占公司总股本的4.46%。,14.4344,15.1566,15.182643492730627,14.27554248925943,16.089744496201824,0.0,1.0,0.0
2016-03-29,皖通科技,2331,0,皖通科技实际控制人减持360万股,中国证券网讯 3月28日晚公告称，公司实际控制人之一杨世宁因个人资金需要，于3月25日通过大宗交易减持360万股，占公司总股本的1.23%，减持均价为16.90元/股。王中胜、杨世宁、杨新子等三人为公司的一致行动人、实际控制人、在职董事，自2014年6月13日至今年3月28日，三人已累计减持公司股份1270万股，占公司总股本的4.35%。减持后，三人目前所持股份占公司总股本的比例分别为10.00%、7.27%和6.35%。去年下半年，为了维护公司股价，公司董事长、实际控制人之一王中胜出资2003.46万元，通过定向资产管理方式增持公司股份106.655万股。公司董事、副总经理、董秘陈新和董事王夕众，从二级市场分别买入公司股份20万股和10万股。（刘向红）,13.509,14.1452,14.210343267359429,13.246678137925453,15.174008396793404,0.0,1.0,0.0
2016-03-29,博通股份,600455,1,博通股份：拟3.5亿对价收购南京芯传汇100%股权,博通股份：拟3.5亿对价收购南京芯传汇100%股权,40.22,42.25,41.89429857809738,38.99563593766877,44.792961218526,0.0,0.0,1.0
2016-03-29,雅戈尔,600177,1,雅戈尔获控股股东增持79.4万股,雅戈尔获控股股东增持79.4万股,6.2567,6.3535,6.419679064619558,6.160821111622473,6.678537017616643,0.0,1.0,0.0
2016-03-30,朗玛信息,300288,0,朗玛信息终止10亿元定增事项,"中国证券网讯（记者 陈天弋）公告，公司3月29日召开的第二届董事会第十六次会议审议通过了《关于终止公司非公开发行股票事项的议案》。鉴于公司披露非公开发行股票方案以来，公司互联网+医疗的业务规划与布局深度演化，我国资本市场环境亦发生较大变化，综合考虑公司业务发展规划和经营情况、资本市场环境、融资时机等因素，通过与发行对象、保荐机构等多方反复沟通，经审慎研究，公司决定终止本次非公开发行股票事项。公司于2015年3月20日召开的第二届董事会第九次会议及2015年4月10日召开的公司2014年度股东大会审议通过了公司非公开发行股票事项的相关议案，公司拟向自然人王伟、吴镇发以及上海宏流投资管理有限公司3名特定投资者非公开发行6,314,710股，募集资金总额999,997,476元。公司非公开发行股票的募集资金拟扣除发行费用后，11,000万元用于基于可穿戴与便携设备的健康管理服务平台建设项目，9,000万元用于药品服务O2O平台建设项目，剩余募集资金用于补充流动资金。",37.858000000000004,35.8895,34.470661674359825,31.500294646727266,37.441028701992366,1.0,0.0,1.0
2016-03-30,小商品城,600415,1,小商品城去年净利增68% 拟10派0.5元,小商品城去年净利增68% 拟10派0.5元,7.2246,7.0342,6.933178901304682,6.523158842129862,7.343198960479502,1.0,0.0,0.0
2016-03-31,鸿达兴业,2002,1,鸿达兴业：拟定增募资不超27.18亿元加码主业31日复牌,鸿达兴业：拟定增募资不超27.18亿元加码主业31日复牌,6.9372,7.2115,7.258263646874981,6.808421845336483,7.7081054484134786,0.0,1.0,1.0
2016-03-31,法尔胜,890,1,法尔胜重组拟12亿元收购摩山保理100%股权,中国证券网讯（记者 严政）3月30日晚间发布重组预案，公司拟以支付现金方式收购控股股东泓昇集团等3名股东持有的摩山保理100%股权，交易对价为12亿元。由于深交所将对相关文件进行审核，公司股票将继续停牌。公告显示，摩山保理成立于2014年4月，其凭借化的公司管理制度、专业的管理团队和多样化的资金来源和渠道，积极开拓商业保理业务，公司业务规模迅速壮大，呈现良好的发展势头。目前，摩山保理已成功为多家客户提供了商业保理服务，涉及贸易、能源、机械制造及建设工程等。摩山保理目前主要通过应收款项保理为亟需资金的企业提供日常生产经营所需的资金，获取保理融资的利息收入、保理手续费收入等。同时，摩山保理还通过为部分客户提供应收账款咨询管理、信用风险评估等服务获得收入。截至2015年10月31日，摩山保理已开展保理业务的项目共59个，共为客户提供保理融资金额约37.57亿元，其中约31.37亿元的业务为有追索权的保理业务，约6.2亿元的业务为无追索权的保理业务。数据显示，摩山保理2015年1至10月实现营业收入2.29亿元，净利润7840.28万元。根据公司与泓昇集团签署的《业绩补偿协议》，摩山保理2015年度至2018年度实现的扣除非经常性损益后归属于母公司所有者的净利润分别为1.1亿元、1.2亿元、1.6亿元和1.845亿元。法尔胜表示，公司目前的主要产品为钢丝绳等特种金属制品，公司的经营业绩受上下游产业的影响较大。此次交易完成后，公司将形成金属制品生产和销售与服务“产融结合”的业务结构，将拥有新的业务板块，金融行业广阔的市场前景和卓越的盈利能力将为上市公司的业绩改善提供新的动力。,7.9721,7.9721,7.908764121531923,7.304893138540722,8.512635104523122,1.0,0.0,1.0
2016-03-31,山东黄金,600547,0,山东黄金去年净利下滑29% 拟10派1元,山东黄金去年净利下滑29% 拟10派1元,18.549,18.6125,18.60474746634762,17.47875923062701,19.730735702068234,0.0,0.0,1.0
2016-03-31,安控科技,300370,1,安控科技：与龙芯中科签署战略合作框架协议,安控科技：与龙芯中科签署战略合作框架协议,5.4212,5.4860000000000015,5.465694157499375,5.108746416961428,5.822641898037322,0.0,0.0,1.0
2016-04-01,科大智能,300222,1,科大智能4月1日开市起复牌,中证网讯 （300222）3月31日晚间公告，公司于2016年3月31日收到中国证监会通知，经中国证监会上市公司并购重组委员会于2016年3月31日召开的2016年第23次并购重组委工作会议审核，公司发行股份及支付现金购买资产并募集配套资金事项获得无条件通过。根据相关规定，经公司申请，公司股票将自2016年4月1日开市起复牌。（沈楠）,26.1956,27.9781,28.244372900060483,26.138789748160146,30.349956051960802,0.0,1.0,1.0
2016-04-01,鲍斯股份,300441,1,鲍斯股份拟收购行业相关企业 4月1日起停牌,鲍斯股份拟收购行业相关企业 4月1日起停牌,14.5205,14.5205,14.831681179583994,13.777237330834954,15.886125028333035,1.0,1.0,1.0
2016-04-01,中信国安,839,1,中信国安：奇虎360(QIHU.N)私有化后预计将持股4.46%,中信国安：奇虎360(QIHU.N)私有化后预计将持股4.46%,7.6674,6.9696,6.8731684418644825,6.381386602726392,7.3649502810025735,1.0,0.0,1.0
2016-04-01,世纪鼎利,300050,1,世纪鼎利：2015年拟10转10派1.5元。,世纪鼎利：2015年拟10转10派1.5元。,15.3134,15.6933,15.638335696761148,14.37469100707887,16.901980386443427,0.0,0.0,1.0
2016-04-01,启明星辰,2439,1,启明星辰筹划收购安全行业公司 拟推出员工持股计划,启明星辰筹划收购安全行业公司 拟推出员工持股计划,23.4201,23.4201,23.50299502029359,21.93735134263803,25.068638697949147,1.0,1.0,1.0
2016-04-01,ST新梅,600732,0,*ST新梅4月8日起股票暂停上市,*ST新梅4月8日起股票暂停上市,7.67,7.67,7.666946914244085,7.327341321847007,8.006552506641162,1.0,0.0,0.0
2016-04-01,邦宝益智,603398,1,邦宝益智控股股东提议10转增12派2.1元,邦宝益智控股股东提议10转增12派2.1元,23.5398,23.5398,23.283579207374267,21.164028598963363,25.403129815785164,1.0,0.0,1.0
2016-04-01,中钢国际,928,1,中钢国际子公司签27亿境外钢厂合同,【中钢国际子公司签27亿境外钢厂合同】中钢国际(000928)周四晚间发布公告称，公司全资子公司中钢设备有限公司与玻利维亚穆通钢铁公司(ESM)签署了年产15万吨综合钢厂EPC总承包合同，合同总金额4.226亿美元，约合人民币27.31亿元，为公司2015年营业总收入的28.01%。中钢国际(000928)周四晚间发布公告称，公司全资子公司中钢设备有限公司与玻利维亚穆通钢铁公司(ESM)签署了年产15万吨综合钢厂EPC总承包合同，合同总金额4.226亿美元，约合人民币27.31亿元，为公司2015年营业总收入的28.01%。项目主要建设内容包括年产65万吨的选矿厂、40万吨的球团厂、25万吨的直接还原铁厂、15.6万吨的炼钢厂、15万吨的棒线材轧钢厂以及60MW燃气发电厂及配套公辅设施，中钢设备有限公司负责全厂的地质勘察、选矿试验、设计、供货、施工、试车、培训及投产后一年的运营服务工作，建设工期30个月。中钢国际表示，穆通铁矿是世界上单体储量最大的铁矿之一，穆通钢铁公司项目是玻利维亚政府钢铁工业国家发展计划的重点项目，旨在利用当地丰富的铁矿和天然气资源生产高质量的建筑钢材以替代进口。,6.7649,6.6481,6.698883624927785,6.2579687743683055,7.1397984754872645,1.0,1.0,1.0
2016-04-07,龙泉股份,2671,0,龙泉股份年报净利同比下降逾八成,龙泉股份年报净利同比下降逾八成,13.4215,13.292,13.448850855744245,12.721140682402641,14.176561029085851,1.0,1.0,1.0
2016-04-07,中房股份,600890,1,中房股份7日复牌 忠旺集团拟作价282亿借壳上市,中国证券网讯（记者 严政）4月6日晚间公告称，公司于3月31日收到上交所问询函后，公司及相关中介对问询函所列问题进行了逐一落实，并对重大资产重组预案进行了补充和完善。经申请，公司股票将于4月7日复牌。根据方案，中房股份拟以新疆中房100%股权（作价2亿元）作为置出资产，与拟置入资产忠旺集团100%股权（作价282亿元）中等值部分进行置换，差额部分拟以7.12元/股非公开发行39.33亿股支付；同时拟以7.12元/股向睿智1号等8名股东非公开发行股份募集配套资金不超过50亿元。交易完成后，公司控股股东将变更为忠旺精制，实际控制人将变更为刘忠田；此次交易构成借壳上市。忠旺集团主要从事工业铝挤压产品的研发、制造和销售，产品广泛应用于城市轨道交通、铁路运输厢、轻型货车、、飞机等领域。按照产量计算，忠旺集团是亚洲及中国最大、全球第二的高附加值工业铝挤压产品研发制造商。根据业绩承诺，忠旺集团2016年至2018年合并报表扣非净利润分别不低于28亿元、35亿元和42亿元。公司表示，此次交易完成后，上市公司将成为中国最大、极具市场竞争力、市场前景广阔的工业铝挤压产品研发制造商；同时上市公司将完成业务转型，全铝特种车辆制造等业务领域的拓展将推动公司未来盈利能力持续、快速提升。,8.39,7.63,,,,1.0,,1.0
2016-04-07,软控股份,2073,0,软控股份一季度预亏3500万元~5000万元,广州日报讯 （002073）4月6日晚间发布业绩预告，公司预计2016年第一季度亏损3500万元~5000万元，上年同期公司盈利2606万元。报告期内，国内下游市场投资下降，公司主营橡胶机产品的业务订单下降，部分产品放缓交付导致未在本期确认相应收入。（证券时报网）,12.4004,13.1785,13.030282799746177,12.445031983518556,13.615533615973801,0.0,0.0,1.0
2016-04-11,宏图高科,600122,1,宏图高科拟27亿并购涉足拍卖业务 刘益谦捧场配套募资,中国证券网讯（记者 严政）4月10日晚间发布资产收购预案，公司拟以13.01元/股发行合计2.08亿股，合计作价27亿元收购匡时文化、董国强持有的匡时国际100%股权；同时拟以16.12元/股向袁亚非、刘益谦非公开发行股份募集配套资金不超过15亿元，主要用于连锁发展项目、信息系统建设项目、补充国采支付资本金项目等。公司股票将继续停牌。方案显示，此次募集配套资金的认购对象中，袁亚非为宏图高科实际控制人；刘益谦为匡时文化大股东陈佳之岳父，本次交易完成后两人直接或间接持有宏图高科股权比例超过5%。因此，本次交易中募集配套资金部分构成关联交易。据介绍，匡时国际自设立以来专注于艺术品拍卖业务，主要以拍卖中国古代、近书画，瓷玉杂项、当代水墨、珠宝尚品、现当代油画、雕塑等艺术品为主，并承接资产拍卖以及各类慈善拍卖。截至2015年末，匡时国际资产总额7.74亿元，所有者权益3.63亿元；其2014年度和2015年度分别实现营业收入2.10亿元、2.41亿元，净利润分别为0.63亿元和1.22亿元。根据公司与匡时文化及董国强签署的《盈利预测补偿协议》，后者同意对匡时国际在盈利补偿期限内各年实现归属于母公司股东的净利润（扣除非经常性损益后）作出承诺：匡时国际2016年度、2017年度、2018年度扣除非经常性损益后归属于母公司的净利润分别不低于1.5亿元、2亿元和2.6亿元。宏图高科表示，此次交易前，公司主营业务以3C连锁销售及工业制造为主，交易后公司将跨入文物艺术品拍卖，布局文化产业并延伸产业链条，实现公司主营业务的多元化，提升公司的盈利能力，并增强公司的抗风险能力。,19.1683,19.1683,,,,1.0,,1.0
2016-04-11,宏图高科,600122,1,宏图高科拟27亿并购涉足拍卖业务 刘益谦捧场配套募资,中国证券网讯（记者 严政）4月10日晚间发布资产收购预案，公司拟以13.01元/股发行合计2.08亿股，合计作价27亿元收购匡时文化、董国强持有的匡时国际100%股权；同时拟以16.12元/股向袁亚非、刘益谦非公开发行股份募集配套资金不超过15亿元，主要用于连锁发展项目、信息系统建设项目、补充国采支付资本金项目等。公司股票将继续停牌。方案显示，此次募集配套资金的认购对象中，袁亚非为宏图高科实际控制人；刘益谦为匡时文化大股东陈佳之岳父，本次交易完成后两人直接或间接持有宏图高科股权比例超过5%。因此，本次交易中募集配套资金部分构成关联交易。据介绍，匡时国际自设立以来专注于艺术品拍卖业务，主要以拍卖中国古代、近书画，瓷玉杂项、当代水墨、珠宝尚品、现当代油画、雕塑等艺术品为主，并承接资产拍卖以及各类慈善拍卖。截至2015年末，匡时国际资产总额7.74亿元，所有者权益3.63亿元；其2014年度和2015年度分别实现营业收入2.10亿元、2.41亿元，净利润分别为0.63亿元和1.22亿元。根据公司与匡时文化及董国强签署的《盈利预测补偿协议》，后者同意对匡时国际在盈利补偿期限内各年实现归属于母公司股东的净利润（扣除非经常性损益后）作出承诺：匡时国际2016年度、2017年度、2018年度扣除非经常性损益后归属于母公司的净利润分别不低于1.5亿元、2亿元和2.6亿元。宏图高科表示，此次交易前，公司主营业务以3C连锁销售及工业制造为主，交易后公司将跨入文物艺术品拍卖，布局文化产业并延伸产业链条，实现公司主营业务的多元化，提升公司的盈利能力，并增强公司的抗风险能力。,19.1683,19.1683,,,,1.0,,1.0
2016-04-11,新通联,603022,1,新通联年报拟10转15 净利同比下滑38%,中国证券网讯（记者 严政）新通联4月10日晚间披露年报显示，公司2015年度实现营业收入5.03亿元，同比下降2.28%；归属于上市公司股东的净利润3226.84万元，同比下降38.41%；基本每股收益0.45元；并拟向全体股东每10股转增15股及派现1.22元（含税）。公司表示，业绩下滑主要原因为：2015年度公司下游客户市场需求下降，市场竞争加剧，公司加强了市场开拓力度，产品销售量同比依然保持增长势头；但是迫于市场竞争压力，公司产品销售单价同比下降，公司销售收入及毛利率水平受此影响均有所下滑；公司2015年逐步加强了推广及市场开拓费用投入，同时为了提升管理水平，公司加大了管理费用投入，导致报告期公司销售费用和管理费用增幅较大。,22.5232,21.6174,22.21625874020492,20.82614546593417,23.60637201447566,1.0,1.0,1.0
2016-04-11,新通联,603022,1,新通联：2015年拟10转15派1.22元,新通联：2015年拟10转15派1.22元,22.5232,21.6174,22.21625874020492,20.82614546593417,23.60637201447566,1.0,1.0,1.0
2016-04-12,天津松江,600225,0,天津松江遭股东减持1800万股,天津松江遭股东减持1800万股,5.96,6.11,6.106081235368593,5.879928837952593,6.33223363278459,0.0,0.0,0.0
2016-04-12,银宝山新,2786,1,银宝山新第二大股东提议年报10转20,银宝山新第二大股东提议年报10转20,14.6784,13.3428,12.833868820501594,12.209658956768733,13.458078684234462,1.0,0.0,1.0
2016-04-12,精华制药,2349,1,精华制药一季度净利翻两番,精华制药一季度净利翻两番,12.6131,12.6131,,,,1.0,,0.0
2016-04-12,共达电声,2655,0,共达电声股东橡树林公司减持1672万股,中国证券网讯（记者 陈天弋）4月11日晚间公告，股东喀什橡树林股权投资有限公司分别于2月4日、3月15日、4月1日和4月11日通过大宗交易系统减持公司股票450万股、172万股、550万股，500万股合计减持1672万股，占公司总股本的4.644%。减持后橡树林持有公司无限售条件的流通股1328万股，占公司总股本的3.69%。,18.223,18.6621,19.28908478513183,18.12595896351689,20.452210606746767,0.0,1.0,0.0
2016-04-13,亚夏汽车,2607,0,亚夏汽车遭股东合计减持500万股,亚夏汽车遭股东合计减持500万股,6.7644,6.7747,6.702456086265527,6.343826763704513,7.061085408826543,0.0,0.0,0.0
2016-04-13,新疆天业,600075,1,新疆天业获控股股东增持15.5万股,新疆天业获控股股东增持15.5万股,7.7834,7.7765,7.833010572001738,7.390641514706693,8.275379629296786,1.0,1.0,1.0
2016-04-13,粤传媒,2181,0,受香榭丽事件影响 粤传媒计提3亿减值损失,受香榭丽事件影响 粤传媒计提3亿减值损失,10.116,9.7775,9.953899754805166,9.488615685748057,10.419183823862275,1.0,1.0,0.0
2016-04-14,鸿达兴业,2002,1,鸿达兴业年报拟推10转10送5,中国证券网讯（记者 陈天弋）鸿达兴业4月13日晚间发布2015年度利润分配预案，公司控股股东鸿达兴业集团有限公司提议：向全体股东每10股送红股5股；每10股派金股利2元；同时，以资本公积金每10股转增10股。,7.8691,7.5272,7.697586901138529,7.28297870546035,8.112195096816711,1.0,1.0,1.0
2016-04-14,大禹节水,300021,1,大禹节水去年净利同比大增195%,大禹节水去年净利同比大增195%,6.6771,6.4218,6.53085374662506,6.217454314250967,6.844253178999153,1.0,1.0,1.0
2016-04-14,鞍重股份,2667,0,鞍重股份一季度净利同比下降近九成,鞍重股份一季度净利同比下降近九成,29.3654,29.5296,29.627233785202154,27.88370689000245,31.370760680401858,0.0,1.0,1.0
2016-04-14,中国交建,601800,0,中国交建子公司工地发生坍塌事故 12死2失联,中国交建子公司工地发生坍塌事故 12死2失联,11.6665,11.5548,11.692403890876589,11.328367684458463,12.056440097294722,1.0,1.0,0.0
2016-04-14,龙韵股份,603729,0,龙韵股份股东胡来菊拟减持不超过275万股,中证网讯 龙韵股份（603729）4月13日晚间公告表示，公司于2016年4月13日收到公司股东胡来菊的《股份减持计划告知函》：自公告之日起三个交易日后至2016年10月20日，胡来菊拟通过竞价交易、大宗交易或其他上海证券交易所认可的合法方式减持数量不超过275万股公司股份，即不超过公司总股本的4.12%。截至2016年4月13日，胡来菊持有公司股份275万股，占公司总股本的4.12%。,57.2323,56.5567,58.40444367734651,54.764206040593955,62.044681314099044,1.0,1.0,0.0
2016-04-14,盈峰环境,967,1,盈峰环境去年净利增85% 今年一季度预增超4倍,盈峰环境去年净利增85% 今年一季度预增超4倍,8.9051,8.4252,8.466322562573165,8.191591772200418,8.741053352945912,1.0,1.0,1.0
2016-04-14,开创国际,600097,1,开创国际子公司拟收购西班牙鱼罐头公司,开创国际子公司拟收购西班牙鱼罐头公司,17.3518,17.0321,16.53768113926806,15.643273563892803,17.432088714643314,1.0,0.0,1.0
